股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,原因
ALNT,US,Allient Inc. - Common Stock,Electronic Components,科技,营收增长、自由现金流、研发投入效率,44.43,3.54,7.5%,2.3%,16743500.00,-,-,3.18,未分红/不适用,3.3%,3,6,60,Medium,未知,警惕,85,长期ROE偏低但PE不低；数据质量为Medium，筛选结果置信度中等
ALNY,US,"Alnylam Pharmaceuticals, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,73.55,36.41,134.9%,466.1%,-37148500.00,84.1%,-,2.28,未分红/不适用,53.0%,4,6,80,Medium,中,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；资产负债率偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ALOT,US,"AstroNova, Inc. - Common Stock",Computer Hardware,科技,营收增长、自由现金流、研发投入效率,-,1.46,-3.5%,11.0%,5850750.00,44.1%,12.6%,0.28,未分红/不适用,1.8%,4,6,80,Medium,低,排除,5,10年净利润波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ALOV,US,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",Shell Companies,通用,ROE、现金流、资产负债率,-,-1238.75,147.1%,-,-,118.6%,-,-,未分红/不适用,-,1,0,20,Low,低,数据不足,0,PB低但近5年出现亏损；资产负债率过高；数据年数不足，无法进行可靠筛选
ALP,US,Alpha Compute Corp  - Common Stock,Asset Management,通用,ROE、现金流、资产负债率,-,0.20,869.2%,3202.8%,-12076000.00,137.2%,-,-2259.33,未分红/不适用,-,4,0,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ALPS,US,ALPS Group Inc - Ordinary Share,-,通用,ROE、现金流、资产负债率,-,19.11,30.6%,224.5%,-1222884.33,115.6%,-,-51.38,未分红/不适用,-3.2%,3,0,60,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ALRM,US,"Alarm.com Holdings, Inc. - Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,17.57,2.43,13.5%,3.5%,119749750.00,58.3%,10.5%,10.63,未分红/不适用,6.3%,4,6,80,Medium,低,通过,85,数据质量为Medium，筛选结果置信度中等
ALRS,US,Alerus Financial Corporation - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,25.50,1.17,5.3%,4.0%,48282500.00,89.2%,1.6%,-,未分红/不适用,1.9%,4,6,80,Medium,中,排除,15,银行需补充不良率/拨备/资本充足率专项数据；长期ROE偏低但PE不低；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ALT,US,"Altimmune, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.44,-51.9%,17.0%,-68705000.00,19.7%,-,-53.26,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ALTI,US,"AlTi Global, Inc. - Class A Common Stock",Asset Management,通用,ROE、现金流、资产负债率,-,1.42,-29.0%,14.2%,-54083000.00,25.6%,32.8%,-301.97,未分红/不适用,49.1%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ALTO,US,"Alto Ingredients, Inc. - Common Stock",Specialty Chemicals,周期,利润波动、ROE波动、资本开支周期,12.59,1.45,-11.1%,13.0%,-11285000.00,36.9%,-,2.18,未分红/不适用,-11.8%,4,6,80,Medium,低,排除,0,周期行业利润弹性过大；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数偏低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
ALVO,US,Alvotech - Ordinary Shares,Drug Manufacturers - Specialty & Generic,通用,ROE、现金流、资产负债率,34.30,-3.79,49.1%,42.3%,-290054500.00,119.1%,0.9%,2.00,未分红/不适用,91.9%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数偏低；数据质量为Medium，筛选结果置信度中等
ALXO,US,ALX Oncology Holdings Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,4.27,-160.4%,156.8%,-107250250.00,56.0%,-,-62.48,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
ALZN,US,"Alzamend Neuro, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,1.79,-77.9%,357.3%,-7335290.00,13.8%,-,-249.42,未分红/不适用,-,4,0,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AMAL,US,Amalgamated Financial Corp. - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,11.75,1.49,14.8%,1.2%,129523500.00,91.0%,0.1%,-,未分红/不适用,7.4%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
AMAT,US,"Applied Materials, Inc. - Common Stock",Semiconductor Equipment & Materials,科技,营收增长、自由现金流、研发投入效率,45.23,16.10,41.9%,8.4%,6347750000.00,43.8%,10.2%,35.46,未分红/不适用,3.2%,4,6,80,Medium,低,通过,85,数据质量为Medium，筛选结果置信度中等
AMBA,US,"Ambarella, Inc. - Ordinary Shares",Semiconductor Equipment & Materials,科技,营收增长、自由现金流、研发投入效率,-,5.90,-18.7%,8.9%,29387250.00,25.5%,38.0%,-,未分红/不适用,5.0%,4,6,80,Medium,低,排除,5,10年内亏损年份过多；长期ROE低于5%；商誉占比偏高；数据质量为Medium，筛选结果置信度中等
AMCI,US,AMC Robotics Corporation - Common Stock,Computer Hardware,科技,营收增长、自由现金流、研发投入效率,-,11.45,53.1%,33.1%,-,131.7%,-,-27.55,未分红/不适用,-24.5%,3,0,60,Medium,低,排除,0,科技公司营收增长转负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；资产负债率过高；利息覆盖倍数过低；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
AMCX,US,AMC Global Media Inc. - Class A Common Stock,Entertainment,通用,ROE、现金流、资产负债率,9.34,0.38,1.0%,20.0%,227370250.00,74.2%,4.2%,1.86,未分红/不适用,-9.3%,4,6,80,Medium,中,排除,0,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；利息覆盖倍数偏低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
AMD,US,"Advanced Micro Devices, Inc. - Common Stock",Semiconductors,科技,营收增长、自由现金流、研发投入效率,150.91,11.37,3.4%,2.4%,3344000000.00,18.1%,32.7%,32.60,未分红/不适用,13.6%,4,6,80,Medium,低,排除,45,长期ROE低于5%；商誉占比偏高；数据质量为Medium，筛选结果置信度中等
AMGN,US,Amgen Inc. - Common Stock,Drug Manufacturers - General,通用,ROE、现金流、资产负债率,23.41,19.75,111.4%,47.7%,8659500000.00,90.4%,20.6%,4.26,未分红/不适用,11.8%,4,6,80,Medium,中,排除,15,10年ROE波动较大；资产负债率过高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
AMIX,US,"Autonomix Medical, Inc. - Common Stock",Medical Devices,通用,ROE、现金流、资产负债率,-,0.43,-217.4%,85.1%,-7469500.00,17.4%,-,-63.83,未分红/不适用,-,3,0,60,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AMKR,US,"Amkor Technology, Inc. - Common Stock",Semiconductor Equipment & Materials,科技,营收增长、自由现金流、研发投入效率,41.43,3.94,11.7%,6.1%,311769750.00,-,-,6.89,未分红/不适用,-1.8%,0,10,0,Insufficient,低,数据不足,0,科技公司营收增长转负；数据年数不足，无法进行可靠筛选
AMLX,US,"Amylyx Pharmaceuticals, Inc. - Common Stock",Drug Manufacturers - Specialty & Generic,通用,ROE、现金流、资产负债率,-,5.64,-69.4%,81.8%,-115751000.00,8.2%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
AMOD,US,"Alpha Modus Holdings, Inc. - Class A Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,-,-0.19,20.1%,23.6%,-3218232.00,6100.1%,-,-1.01,未分红/不适用,-,4,0,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AMPG,US,"Amplitech Group, Inc. - Common Stock",Communication Equipment,通用,ROE、现金流、资产负债率,-,1.81,-15.7%,12.3%,-7095824.25,36.2%,9.1%,-,未分红/不适用,9.1%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
AMPH,US,"Amphastar Pharmaceuticals, Inc. - Common Stock",Drug Manufacturers - Specialty & Generic,通用,ROE、现金流、资产负债率,10.42,1.00,18.3%,4.4%,125453000.00,51.6%,0.2%,5.85,未分红/不适用,13.0%,4,6,80,Medium,低,通过,85,数据质量为Medium，筛选结果置信度中等
AMPL,US,"Amplitude, Inc. - Class A Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,-,3.74,-32.6%,2.4%,11615000.00,41.7%,6.0%,-,未分红/不适用,13.0%,4,6,80,Medium,低,排除,20,10年内亏损年份过多；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
AMRX,US,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",Drug Manufacturers - Specialty & Generic,通用,ROE、现金流、资产负债率,33.05,-86.13,-115.7%,223.9%,174159250.00,101.9%,16.2%,1.58,未分红/不适用,10.9%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数偏低；数据质量为Medium，筛选结果置信度中等
AMSC,US,American Superconductor Corporation - Common Stock,Specialty Industrial Machinery,通用,ROE、现金流、资产负债率,17.99,4.85,-16.3%,19.6%,-4140500.00,36.5%,15.5%,-,未分红/不适用,27.1%,4,0,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
AMSF,US,"AMERISAFE, Inc. - Common Stock",Insurance - Specialty,保险,偿付能力、久期缺口、投资收益质量,12.57,2.31,19.8%,2.0%,21916500.00,77.7%,-,-,未分红/不适用,2.5%,4,6,80,Medium,中,需专项分析,55,保险需补充偿付能力/久期缺口专项数据；资产负债率偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
AMST,US,Amesite Inc. - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,-,2.52,-121.7%,44.4%,-4273919.00,11.6%,-,-,未分红/不适用,-45.9%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
AMTX,US,"Aemetis, Inc - Common Stock",Specialty Chemicals,周期,利润波动、ROE波动、资本开支周期,-,-0.50,33.3%,14.3%,-39309750.00,218.1%,-,-0.76,未分红/不适用,-6.8%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
AMWD,US,American Woodmark Corporation - Common Stock,"Furnishings, Fixtures & Appliances",通用,ROE、现金流、资产负债率,30.30,0.58,7.6%,7.7%,86247500.00,41.7%,48.9%,13.24,未分红/不适用,-2.7%,4,0,80,Medium,低,排除,0,PB低但近5年出现亏损；10年净利润波动较大；长期ROE偏低但PE不低；商誉占比过高；数据质量为Medium，筛选结果置信度中等
AMZN,US,"Amazon.com, Inc. - Common Stock",Internet Retail,科技,营收增长、自由现金流、研发投入效率,31.96,6.50,13.2%,10.3%,13974250000.00,49.8%,2.8%,43.79,未分红/不适用,11.7%,4,6,80,Medium,低,警惕,85,10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
ANAB,US,"AnaptysBio, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,141.66,-118.8%,88.8%,-77910750.00,89.8%,-,0.84,未分红/不适用,183.6%,4,6,80,Medium,中,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ANDE,US,"The Andersons, Inc. - Common Stock",Food Distribution,消费,ROE、毛利率稳定性、分红稳定性,19.26,1.92,8.7%,1.5%,267469000.00,65.2%,3.4%,4.00,未分红/不适用,-14.0%,4,6,80,Medium,低,警惕,70,消费公司长期ROE不够突出；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
ANGH,US,Anghami Inc. - Ordinary Shares,Entertainment,通用,ROE、现金流、资产负债率,-,1.20,220.5%,673.8%,-25586378.00,77.1%,-,-16.18,未分红/不适用,27.0%,4,6,80,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ANGI,US,Angi Inc. - Class A Common Stock,Internet Content & Information,科技,营收增长、自由现金流、研发投入效率,11.52,0.21,-2.0%,7.8%,32062250.00,44.8%,53.0%,4.05,未分红/不适用,-16.4%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；PB低但近5年出现亏损；10年净利润波动较大；长期ROE低于5%；商誉占比过高；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
ANGO,US,"AngioDynamics, Inc. - Common Stock",Medical Instruments & Supplies,通用,ROE、现金流、资产负债率,-,2.65,-32.1%,38.7%,-16070750.00,34.7%,-,-,未分红/不适用,-2.6%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ANIK,US,Anika Therapeutics Inc. - Common Stock,Drug Manufacturers - Specialty & Generic,通用,ROE、现金流、资产负债率,-,1.53,-22.1%,18.2%,-2215250.00,24.6%,4.2%,-,未分红/不适用,-0.3%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ANIP,US,"ANI Pharmaceuticals, Inc. - Common Stock",Drug Manufacturers - Specialty & Generic,通用,ROE、现金流、资产负债率,20.35,3.02,0.0%,12.2%,62689500.00,62.5%,4.3%,5.78,未分红/不适用,40.8%,4,6,80,Medium,低,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
ANIX,US,"Anixa Biosciences, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,6.41,-55.5%,14.5%,-,13.2%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,5,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
ANNA,US,"AleAnna, Inc. - Class A Common Stock",Oil & Gas E&P,周期,利润波动、ROE波动、资本开支周期,92.25,2.71,-0.4%,4.5%,-16181206.00,42.1%,-,-,未分红/不适用,-,4,0,80,Medium,低,排除,0,周期行业利润弹性过大；10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ANNX,US,"Annexon, Inc. - common stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,4.27,-64.9%,22.6%,-137171000.00,23.7%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
ANPA,US,Rich Sparkle Holdings Limited - Ordinary Shares,Specialty Business Services,通用,ROE、现金流、资产负债率,613.00,30.20,42.9%,36.5%,-273757.50,33.5%,-,4.35,未分红/不适用,-1.1%,4,0,80,Medium,低,警惕,85,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等
ANTA,US,Antalpha Platform Holding Company - Class A Ordinary Shares,Credit Services,通用,ROE、现金流、资产负债率,11.51,1.85,-9.0%,37.2%,-9561655.00,91.6%,0.9%,43.58,未分红/不适用,165.9%,3,0,60,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
ANTX,US,"AN2 Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,2.40,-56.0%,10.6%,-,14.4%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,20,10年内亏损年份过多；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
ANY,US,Sphere 3D Corp. - Common Shares,Capital Markets,金融,杠杆、资产质量、资本约束,-,0.35,-189.4%,244.4%,-23497000.00,7.2%,-,-,未分红/不适用,22.5%,4,6,80,Medium,高,排除,0,金融行业需专项资产质量与资本约束分析；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；高杠杆行业，需资产负债表专项分析；数据质量为Medium，筛选结果置信度中等
AOSL,US,Alpha and Omega Semiconductor Limited - Common Shares,Semiconductors,科技,营收增长、自由现金流、研发投入效率,-,1.54,10.4%,29.0%,-6998500.00,20.5%,0.0%,-9.53,未分红/不适用,-3.6%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
AOUT,US,"American Outdoor Brands, Inc. - Common Stock",Leisure,通用,ROE、现金流、资产负债率,-,0.69,-11.3%,14.1%,4289000.00,27.9%,-,-,未分红/不适用,-3.5%,4,0,80,Medium,低,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
APA,US,APA Corporation - Common Stock,Oil & Gas E&P,周期,利润波动、ROE波动、资本开支周期,8.65,2.03,249.6%,403.8%,1451250000.00,60.6%,-,11.04,未分红/不适用,-7.0%,4,6,80,Medium,低,警惕,55,周期行业ROE波动显著；10年ROE波动较大；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
APAC,US,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,Shell Companies,通用,ROE、现金流、资产负债率,252.50,148.53,0.5%,-,-,0.1%,-,-,未分红/不适用,-,1,3,20,Low,低,数据不足,0,长期ROE低于5%；数据年数不足，无法进行可靠筛选
APC,US,ARKO Petroleum Corp. - Class A Common Stock,Oil & Gas Refining & Marketing,周期,利润波动、ROE波动、资本开支周期,27.51,1.08,63.6%,25.9%,64937500.00,97.2%,6.0%,1.98,未分红/不适用,-7.6%,3,3,60,Medium,中,排除,0,周期行业ROE波动显著；10年ROE波动较大；资产负债率过高；利息覆盖倍数偏低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
APEI,US,"American Public Education, Inc. - Common Stock",Education & Training Services,通用,ROE、现金流、资产负债率,28.17,3.27,-8.3%,20.1%,29584000.00,43.5%,11.4%,11.33,未分红/不适用,2.3%,4,6,80,Medium,低,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
APGE,US,"Apogee Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,4.97,-25.3%,3.1%,-159950333.33,3.5%,-,-,未分红/不适用,-,4,0,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
API,US,"Agora, Inc. - ADS",Software - Application,科技,营收增长、自由现金流、研发投入效率,48.12,0.60,-9.2%,8.2%,-85431250.00,21.9%,-,275.53,未分红/不适用,-4.2%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
APLD,US,Applied Digital Corporation - Common Stock,Information Technology Services,科技,营收增长、自由现金流、研发投入效率,-,8.43,-65.9%,40.6%,-263352250.00,66.1%,-,-9.74,未分红/不适用,156.5%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
APLM,US,Apollomics Inc. - Class A Ordinary Shares,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,-9.16,-282.2%,633.3%,-38391000.00,147.5%,-,-167.25,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
APLS,US,"Apellis Pharmaceuticals, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,38.35,12.65,-184.1%,176.3%,-288508000.00,65.6%,-,1.54,未分红/不适用,137.0%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数偏低；数据质量为Medium，筛选结果置信度中等
APM,US,Aptorum Group Limited - Class A Ordinary Shares,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.30,-25.0%,25.6%,-10116630.00,26.2%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
APOG,US,"Apogee Enterprises, Inc. - Common Stock",Building Products & Equipment,通用,ROE、现金流、资产负债率,14.23,1.49,18.9%,6.6%,100804750.00,54.4%,21.1%,6.54,未分红/不适用,-0.8%,4,6,80,Medium,低,警惕,85,商誉占比偏高；数据质量为Medium，筛选结果置信度中等
APP,US,Applovin Corporation - Class A Common Stock,Advertising Agencies,通用,ROE、现金流、资产负债率,42.19,69.03,79.9%,83.3%,1856489000.00,70.6%,21.2%,20.09,未分红/不适用,24.8%,4,6,80,Medium,中,警惕,25,10年ROE波动较大；10年净利润波动较大；资产负债率偏高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
APPF,US,"AppFolio, Inc. - Class A Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,35.86,11.30,10.1%,28.7%,116759250.00,21.2%,14.0%,-,未分红/不适用,26.3%,4,6,80,Medium,低,警惕,70,10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
APPN,US,Appian Corporation - Class A Common Stock,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,961.00,-23.97,-9.1%,212.6%,-43272250.00,106.8%,4.2%,1.31,未分红/不适用,15.8%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
APPS,US,"Digital Turbine, Inc. - Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,-,2.59,-61.6%,94.9%,34944250.00,81.1%,27.3%,-,未分红/不适用,-13.1%,4,0,80,Medium,中,排除,0,科技公司营收增长转负；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；商誉占比偏高；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
APRE,US,"Aprea Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.62,-173.0%,178.1%,-12921448.50,21.9%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
APVO,US,Aptevo Therapeutics Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.28,-188.7%,230.8%,-21051000.00,36.1%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
APWC,US,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",Electrical Equipment & Parts,通用,ROE、现金流、资产负债率,7.89,0.17,2.4%,0.2%,325750.00,37.9%,-,4.80,未分红/不适用,4.1%,4,6,80,Medium,低,排除,60,长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
APXT,US,Apex Treasury Corporation - Class A Ordinary Share,Shell Companies,通用,ROE、现金流、资产负债率,-,-36.14,-,-,-,4.0%,-,-,未分红/不适用,-,0,3,0,Insufficient,低,数据不足,0,数据年数不足，无法进行可靠筛选
APYX,US,Apyx Medical Corporation - Common Stock,Medical Devices,通用,ROE、现金流、资产负债率,-,12.53,-93.5%,48.2%,-13739000.00,77.8%,-,-0.94,未分红/不适用,5.9%,4,6,80,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
