综合优质分,优质池等级,入选来源,优质排序理由,风险扣分,股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,规则质量评级,规则质量分,质量理由,原因,AI评级,AI置信度,AI理由,AI风险,AI关注点,AI模型,规则AI分歧,综合观察
74.0,可研究池,规则质量优质候选；AI可跟踪,规则质量100；ROE30.5%；ROE波动16.7%；数据质量Medium；AI可跟踪；PE13.79；PB1.98,短历史封顶；排雷需关注,DVN,US,Devon Energy Corporation Common Stock,Oil & Gas E&P,周期,利润波动、ROE波动、资本开支周期,13.79,1.98,30.5%,16.7%,1986500000.00,50.9%,2.4%,7.97,未分红/不适用,-3.6%,4,6,80,Medium,低,警惕,70,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,周期行业ROE波动显著；10年ROE波动较大；数据质量为Medium，筛选结果置信度中等,可跟踪,Medium,ROE较高但波动大，净利润波动低，无亏损和负OCF，FCF充裕。资产负债率适中，利息覆盖倍数良好。但营收负增长，分红不适用，行业周期性风险。,营收持续下滑，行业周期性导致盈利波动，高负债率在油价下跌时可能承压，无分红记录。,关注营收能否企稳，油价走势对盈利影响，负债率变化，以及管理层资本配置策略。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
74.0,可研究池,规则质量优质候选；AI可跟踪,规则质量100；ROE16.4%；ROE波动2.2%；数据质量Medium；AI可跟踪；PE27.76；PB4.50,短历史封顶；排雷需关注,DXPE,US,"DXP Enterprises, Inc. - Common Stock",Industrial Distribution,通用,ROE、现金流、资产负债率,27.76,4.50,16.4%,2.2%,56514500.00,70.4%,29.3%,2.97,未分红/不适用,10.8%,4,6,80,Medium,中,警惕,40,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,资产负债率偏高；商誉占比偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,可跟踪,Medium,ROE 16.4%且波动小，连续5年无亏损和负经营现金流，自由现金流稳定正数，营收增长10.8%良好。但资产负债率70.4%偏高，商誉占比29.3%较大，利息覆盖倍数2.97偏低，财务杠杆风险需关注。,高资产负债率（70.4%）和商誉占比（29.3%）增加财务脆弱性；利息覆盖倍数仅2.97，盈利下滑时偿债压力大；未分红可能影响股东回报预期。,跟踪负债率变化、商誉减值风险、利息覆盖倍数趋势；关注营收增长可持续性及自由现金流能否覆盖债务需求。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE17.8%；ROE波动2.5%；数据质量Medium；AI优质候选；PE45.65；PB7.05,短历史封顶；排雷需关注,DY,US,"Dycom Industries, Inc. Common Stock",Engineering & Construction,周期,利润波动、ROE波动、资本开支周期,45.65,7.05,17.8%,2.5%,126167250.00,68.9%,24.1%,6.53,未分红/不适用,13.3%,4,6,80,Medium,中,警惕,70,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE 17.8%且波动低，净利润和OCF连续5年为正，FCF充裕，营收CAGR 13.3%增长稳健。资产负债率68.9%尚可，利息覆盖倍数6.53安全。商誉占比24.1%需关注但整体财务质量优秀。,资产负债率68.9%偏高，商誉占比24.1%可能减值风险。未分红，依赖再投资增长。行业周期性可能影响未来业绩。,关注商誉变化、负债率趋势、营收增长可持续性及行业周期。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE19.4%；ROE波动4.1%；数据质量Medium；AI优质候选；PE33.55；PB6.97,短历史封顶；排雷需关注,ECL,US,Ecolab Inc. Common Stock,Specialty Chemicals,周期,利润波动、ROE波动、资本开支周期,33.55,6.97,19.4%,4.1%,1609075000.00,60.3%,37.4%,9.32,未分红/不适用,4.3%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE长期稳定在19.4%，波动小；净利润和经营现金流连续5年为正，自由现金流充裕（年均16亿）；利息覆盖倍数9.32，偿债能力良好。营收稳健增长4.3%，行业龙头地位稳固。,资产负债率60.3%偏高，商誉占比37.4%需关注减值风险；未分红可能影响收益型投资者。,关注商誉减值测试结果及负债率变化；跟踪营收增长能否持续；观察未来分红政策是否调整。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE14.7%；ROE波动1.4%；数据质量Medium；AI优质候选；PE16.64；PB1.94,短历史封顶；排雷需关注,ELV,US,"Elevance Health, Inc. Common Stock",Healthcare Plans,通用,ROE、现金流、资产负债率,16.64,1.94,14.7%,1.4%,5434500000.00,63.8%,23.3%,5.79,未分红/不适用,8.3%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,连续4年无亏损且经营现金流持续为正，5年平均自由现金流54.3亿美元，ROE稳定在14.7%且波动极小，营收复合增长8.3%，利息覆盖倍数5.79，财务质量扎实。,资产负债率63.8%偏高，商誉占比23.3%需关注减值风险，未分红可能影响收益型投资者。,跟踪商誉变化及减值测试，关注负债率趋势，验证营收增长可持续性。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI可跟踪,规则质量100；ROE15.6%；ROE波动7.9%；数据质量Medium；AI可跟踪；PE21.16；PB4.26,短历史封顶；排雷需关注,EPAC,US,Enerpac Tool Group Corp. Common Stock,Specialty Industrial Machinery,通用,ROE、现金流、资产负债率,21.16,4.26,15.6%,7.9%,68343500.00,47.6%,35.0%,13.18,未分红/不适用,2.6%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,可跟踪,Medium,公司连续5年无亏损且经营现金流为正，自由现金流稳定，资产负债率适中，利息覆盖倍数高，财务基础稳健。但营收增长缓慢（CAGR 2.6%），ROE波动较大（7.9%），且商誉占比偏高（35%），成长性不足。,商誉占比较高（35%），若减值将影响利润；营收增长乏力，可能面临行业竞争或需求瓶颈；ROE波动较大，盈利稳定性待观察。,关注营收增长能否提速；商誉减值风险；ROE改善趋势；行业景气度变化。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE12.2%；ROE波动1.5%；数据质量Medium；AI优质候选；PE13.36；PB1.43,短历史封顶；排雷需关注,EPAM,US,"EPAM Systems, Inc. Common Stock",Information Technology Services,科技,营收增长、自由现金流、研发投入效率,13.36,1.43,12.2%,1.5%,514101750.00,25.0%,24.7%,-,未分红/不适用,4.2%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,EPAM连续5年无亏损且经营现金流始终为正，自由现金流充裕（年均5.14亿美元），资产负债率仅25%，财务稳健。ROE稳定在12%左右，波动极小，显示盈利质量高。营收虽增长放缓（CAGR 4.2%），但结合IT服务行业特性，仍属可接受。商誉占比24.7%需关注，但整体风险可控。,营收增速较低（5年CAGR 4.2%），可能面临行业竞争或客户集中风险；商誉占净资产24.7%，若并购整合不及预期存在减值风险；未分红可能影响部分投资者偏好。,关注营收增长趋势能否回升；商誉及无形资产变动；自由现金流是否持续稳定；行业需求变化及客户集中度。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE41.7%；ROE波动15.5%；数据质量Medium；AI优质候选；PE3.52；PB1.06,短历史封顶；排雷需关注,ESEA,US,Euroseas Ltd. - Common Stock,Marine Shipping,周期,利润波动、ROE波动、资本开支周期,3.52,1.06,41.7%,15.5%,13608331.50,33.8%,-,10.14,未分红/不适用,7.6%,4,6,80,Medium,低,警惕,70,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,周期行业ROE波动显著；10年ROE波动较大；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE高达41.7%且波动较小，净利润和OCF连续5年为正，FCF充裕，资产负债率仅33.8%，利息覆盖倍数10.14，财务质量优秀。营收CAGR 7.6%显示稳定增长。,航运行业周期性较强，未来运价波动可能影响盈利；未分红可能降低对收益型投资者的吸引力；数据年限仅4年，长期稳定性待验证。,关注行业周期变化、运价走势、公司订单及运力扩张计划；跟踪未来ROE和FCF的持续性；观察管理层资本配置策略。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE18.2%；ROE波动3.1%；数据质量Medium；AI优质候选；PE39.05；PB7.86,短历史封顶；排雷需关注,ETN,US,"Eaton Corporation, PLC Ordinary Shares",Specialty Industrial Machinery,通用,ROE、现金流、资产负债率,39.05,7.86,18.2%,3.1%,2968500000.00,52.8%,38.2%,21.46,未分红/不适用,9.8%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE 18.2%且波动低，净利润和OCF连续5年为正，FCF充裕，营收CAGR 9.8%增长稳健，利息覆盖倍数高，财务质量优秀。,资产负债率52.8%偏高，商誉占比38.2%较大，若减值可能影响利润。,关注商誉减值风险及负债率变化，验证增长可持续性。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE19.0%；ROE波动13.5%；数据质量Medium；AI优质候选；PE16.62；PB6.58,短历史封顶；排雷需关注,EXEL,US,"Exelixis, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,16.62,6.58,19.0%,13.5%,468159500.00,24.0%,2.2%,-,未分红/不适用,12.9%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,10年ROE波动较大；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE 19%且波动低，连续5年无亏损和负经营现金流，自由现金流充裕，资产负债率仅24%，商誉占比低，营收增长稳健。财务质量、稳定性和现金流均突出。,生物科技行业依赖研发管线，产品集中度风险；未分红可能影响收益型投资者；利息覆盖倍数缺失需关注债务结构。,研发进展及新药审批结果；营收增长可持续性；管理层资本配置策略；行业竞争格局变化。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE22.1%；ROE波动3.7%；数据质量Medium；AI优质候选；PE17.57；PB4.73,短历史封顶；排雷需关注,EXLS,US,"ExlService Holdings, Inc. - Common Stock",Information Technology Services,科技,营收增长、自由现金流、研发投入效率,17.57,4.73,22.1%,3.7%,200020500.00,46.4%,24.7%,18.89,未分红/不适用,13.9%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE长期22.1%且波动仅3.7%，净利润波动低，连续5年无亏损且经营现金流持续为正，自由现金流充裕（年均2亿美元），营收CAGR 13.9%增长稳健。资产负债率46.4%合理，利息覆盖倍数18.89安全，商誉占比24.7%需关注但整体财务质量优秀。,商誉占净资产24.7%，若并购整合不及预期或减值将影响利润；信息技术服务行业竞争激烈，需关注客户集中度及技术迭代风险；未分红可能影响部分投资者偏好。,关注商誉变动及减值风险；跟踪营收增速能否维持13%以上；观察自由现金流趋势及资本开支计划；留意行业竞争格局变化。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE12.9%；ROE波动1.5%；数据质量Medium；AI优质候选；PE28.53；PB4.35,短历史封顶；排雷需关注,FCFS,US,"FirstCash Holdings, Inc. - Common Stock",Credit Services,通用,ROE、现金流、资产负债率,28.53,4.35,12.9%,1.5%,448115500.00,57.0%,38.2%,4.69,未分红/不适用,10.3%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,连续5年无亏损且经营现金流持续为正，自由现金流充裕（年均4.48亿），ROE稳定在12.9%且波动极小，营收复合增长10.3%，显示稳健的盈利能力和成长性。资产负债率57%尚可，利息覆盖倍数4.69倍，偿债能力良好。,商誉占比38.2%较高，若收购标的业绩不及预期可能面临减值风险；行业属信贷服务，受经济周期和监管政策影响较大；未分红可能影响部分投资者偏好。,关注商誉减值测试结果及收购整合效果；跟踪坏账率和贷款损失准备变化；观察营收增长能否持续及利润率趋势。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE14.0%；ROE波动1.3%；数据质量Medium；AI优质候选；PE17.11；PB2.56,短历史封顶；排雷需关注,FCN,US,"FTI Consulting, Inc. Common Stock",Consulting Services,通用,ROE、现金流、资产负债率,17.11,2.56,14.0%,1.3%,190936750.00,50.3%,35.6%,18.34,未分红/不适用,7.7%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,FCN连续4年无亏损且经营现金流持续为正，ROE稳定在14%左右，波动极小。5年平均自由现金流1.9亿美元，营收复合增长7.7%，利息覆盖倍数18.34倍，财务健康。商誉占比35.6%需关注，但整体质量突出。,商誉占比较高（35.6%），若并购标的业绩不及预期可能减值。资产负债率50.3%处于中等水平，但无重大短期偿债风险。未分红可能影响收益型投资者。,关注商誉减值风险及并购整合效果；跟踪营收增长可持续性；观察自由现金流能否维持增长趋势；注意行业竞争格局变化。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE28.5%；ROE波动1.1%；数据质量Medium；AI优质候选；PE13.67；PB3.66,短历史封顶；排雷需关注,FDS,US,FactSet Research Systems Inc. Common Stock,Financial Data & Stock Exchanges,通用,ROE、现金流、资产负债率,13.67,3.66,28.5%,1.1%,576004750.00,49.2%,29.8%,13.80,未分红/不适用,8.0%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,高且稳定的ROE（28.5%，波动仅1.1%），无亏损和负经营现金流，自由现金流充裕（5年均5.76亿），利息覆盖倍数高（13.8倍），营收稳健增长（CAGR 8%），财务质量优秀。,资产负债率49.2%偏高，商誉占比29.8%存在减值风险，未分红可能影响收益型投资者。,关注商誉变化及减值测试，负债率趋势，以及营收增长能否持续。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE14.7%；ROE波动2.8%；数据质量Medium；AI优质候选；PE29.36；PB3.26,短历史封顶；排雷需关注,FELE,US,"Franklin Electric Co., Inc. - Common Stock",Specialty Industrial Machinery,通用,ROE、现金流、资产负债率,29.36,3.26,14.7%,2.8%,186819500.00,31.8%,20.5%,19.29,未分红/不适用,1.4%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE 14.7%且波动低，净利润和OCF连续5年为正，FCF充裕，资产负债率31.8%较低，利息覆盖倍数19.29，财务稳健。营收增长虽慢但盈利质量高。,营收增长缓慢（CAGR 1.4%），商誉占比20.5%略高，需关注并购整合风险。行业竞争可能影响利润率。,关注营收增长能否提速，商誉减值风险，以及管理层资本配置效率。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE16.1%；ROE波动3.0%；数据质量Medium；AI优质候选；PE29.88；PB5.85,短历史封顶；排雷需关注,FFIV,US,"F5, Inc. - Common Stock",Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,29.88,5.85,16.1%,3.0%,669161250.00,43.2%,38.7%,-,未分红/不适用,4.6%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE稳定在16%左右，净利润波动低，连续5年无亏损且经营现金流均为正，自由现金流充裕（年均6.69亿美元），资产负债率适中（43.2%），财务质量稳健。营收增长虽温和（CAGR 4.6%），但结合高现金流和低风险，具备持续研究价值。,商誉占比38.7%较高，若收购资产减值可能影响利润；营收增速偏低，行业竞争或导致增长放缓；未分红可能不吸引收益型投资者。,关注商誉减值风险及营收增长趋势；观察自由现金流能否维持高位；跟踪行业竞争格局变化。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE26.9%；ROE波动4.8%；数据质量Medium；AI优质候选；PE10.50；PB3.23,短历史封顶；排雷需关注,FHI,US,"Federated Hermes, Inc. Common Stock",Asset Management,通用,ROE、现金流、资产负债率,10.50,3.23,26.9%,4.8%,315151250.00,43.3%,38.2%,44.00,未分红/不适用,7.6%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE长期高达26.9%且波动小，净利润和OCF连续5年为正，FCF充裕，利息覆盖倍数44倍，财务稳健。营收CAGR 7.6%显示稳定增长。资产负债率43.3%合理，商誉占比略高但可接受。,商誉占比38.2%较高，若减值可能影响利润；资产管理行业受市场波动影响，营收增长可能放缓。,关注商誉减值风险、资产管理规模变化、费用收入趋势及市场波动对业绩的影响。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE16.4%；ROE波动2.0%；数据质量Medium；AI优质候选；PE25.30；PB4.73,短历史封顶；排雷需关注,FSS,US,Federal Signal Corporation Common Stock,Pollution & Treatment Controls,通用,ROE、现金流、资产负债率,25.30,4.73,16.4%,2.0%,150175000.00,42.2%,25.9%,24.01,未分红/不适用,15.0%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,连续4年无亏损且经营现金流持续为正，ROE稳定在16.4%且波动极小，净利润波动低（0.31），自由现金流充裕（5年均1.5亿），营收5年CAGR达15%，增长稳健。资产负债率42.2%适中，利息覆盖倍数24倍，偿债能力强。商誉占比25.9%需关注但整体风险可控。,商誉占净资产25.9%，若收购标的业绩不及预期存在减值风险；未分红可能影响部分投资者偏好；行业周期或政策变化可能影响增长持续性。,关注商誉减值测试结果及收购整合效果；跟踪营收增长来源是否可持续；观察未来资本开支计划对自由现金流的影响。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE16.8%；ROE波动1.1%；数据质量Medium；AI优质候选；PE21.02；PB3.46,短历史封顶；排雷需关注,GD,US,General Dynamics Corporation Common Stock,Aerospace & Defense,通用,ROE、现金流、资产负债率,21.02,3.46,16.8%,1.1%,3606500000.00,55.2%,36.7%,13.69,未分红/不适用,10.1%,4,6,80,Medium,低,警惕,85,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,商誉占比偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,GD连续4年无亏损且经营现金流持续为正，ROE稳定在16.8%且波动极小，净利润波动仅0.11，显示极强盈利稳定性。5年平均自由现金流36亿美元，营收CAGR达10.1%，增长与现金流兼备。资产负债率55.2%合理，利息覆盖倍数13.69，偿债能力充足。,商誉占比36.7%偏高，若收购标的减值可能冲击利润。行业依赖国防预算，政策变化或削减开支可能影响订单。未分红可能降低部分投资者吸引力。,关注商誉占比变化及减值风险；跟踪国防预算趋势及新订单情况；观察自由现金流能否持续增长；留意管理层资本配置策略。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE21.5%；ROE波动1.6%；数据质量Medium；AI优质候选；PE14.78；PB2.71,短历史封顶；排雷需关注,GEHC,US,GE HealthCare Technologies Inc. - Common Stock,Medical Devices,通用,ROE、现金流、资产负债率,14.78,2.71,21.5%,1.6%,1643000000.00,71.3%,36.5%,7.29,未分红/不适用,4.0%,4,6,80,Medium,中,警惕,55,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,资产负债率偏高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE稳定在21.5%且波动小，净利润和经营现金流连续5年为正，自由现金流充裕（年均16.4亿），利息覆盖倍数7.29倍，营收稳健增长4%。财务质量优秀，盈利能力和现金流表现突出。,资产负债率71.3%偏高，商誉占比36.5%较大，若减值可能影响利润。未分红可能降低对收益型投资者的吸引力。,关注商誉减值风险及负债率变化；观察营收增长能否加速；若未来分红或回购，可增强股东回报。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
74.0,可研究池,规则质量优质候选；AI优质候选,规则质量100；ROE24.4%；ROE波动16.6%；数据质量Medium；AI优质候选；PE17.35；PB1.40,短历史封顶；排雷需关注,GNE,US,Genie Energy Ltd. Class B Common Stock Stock,Utilities - Regulated Electric,周期,利润波动、ROE波动、资本开支周期,17.35,1.40,24.4%,16.6%,58494500.00,37.2%,3.3%,54.94,未分红/不适用,16.7%,4,6,80,Medium,低,警惕,70,优质候选,100,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,周期行业ROE波动显著；10年ROE波动较大；数据质量为Medium，筛选结果置信度中等,优质候选,High,ROE高达24.4%且波动适中，净利润和OCF连续5年为正，FCF充裕，资产负债率低（37.2%），利息覆盖倍数极高（54.94），营收CAGR达16.7%，财务质量优秀且增长稳健。,行业为受监管电力公用事业，增长可能受政策限制；未分红可能影响收益型投资者；数据年限仅4年，长期稳定性待验证。,关注营收增长可持续性、监管政策变化、资本开支对FCF的影响、管理层分红计划。,deepseek-chat,否,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
